index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
2259	mercenarys_wraps_normal		armor/ironpelt	armor/ironpelt	armor/ironpelt			
2260	mercenarys_wraps_normal		armor/ironpelt	armor/ironpelt	armor/ironpelt			
2261	tyraels_faith		shield/steelclash	shield/steelclash	shield/steelclash			
2262	keeper_of_the_fire		sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift			
2263	iron_wolfs_robes_normal		armor/robe	armor/robe	armor/robe			
2264	iron_wolfs_robes_nightmare		armor/robe	armor/robe	armor/robe			
2265	iron_wolfs_robes_hell		armor/robe	armor/robe	armor/robe			
2266	tharns_ward		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
2267	divadas_screen		shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata			
2268	raistlins_mark		amulet/amulet4	amulet/amulet4	amulet/amulet4			
2269	lim_duls_hex		wand/blackhand_key	wand/blackhand_key	wand/blackhand_key			
2270	darkshades_skewer		mace/bloodrise	mace/bloodrise	mace/bloodrise			
2271	helm_of_spirits		circlet/spirit_crown	circlet/spirit_crown	circlet/spirit_crown			
2272	vegas_beauty		circlet/vegas_beauty	circlet/vegas_beauty	circlet/vegas_beauty			
2273	motokos_kimono		armor/motokos_kimono	armor/motokos_kimono	armor/motokos_kimono			
2274	ihsans_gaze		helmet/ihsan_helm	helmet/ihsan_helm	helmet/ihsan_helm			
2275	optic_amulet		amulet/optic_amulet	amulet/optic_amulet	amulet/optic_amulet			
2276	rogues_suit_normal		armor/rogue_armor	armor/rogue_armor	armor/rogue_armor			
2277	rogues_suit_nightmare		armor/rogue_armor	armor/rogue_armor	armor/rogue_armor			
2278	rogues_suit_hell		armor/rogue_armor	armor/rogue_armor	armor/rogue_armor			
2279	wrathamons_cloak_of_night		armor/wrathamon_cloak	armor/wrathamon_cloak	armor/wrathamon_cloak			
2280	alaziels_buckler		shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle			
2281	taras_mirror		shield/taras_mirror	shield/taras_mirror	shield/taras_mirror			
2282	lancelots_heraldic_lion		shield/lancelots_heraldic_lion	shield/lancelots_heraldic_lion	shield/lancelots_heraldic_lion			
2283	alaziels_protector		armor/alaziel_armor	armor/alaziel_armor	armor/alaziel_armor			
2284	flesh_of_the_angel_of_chaos		armor/ordinance_armor	armor/ordinance_armor	armor/ordinance_armor			
2285	gaias_carapace		armor/gaia_carapace	armor/gaia_carapace	armor/gaia_carapace			
2286	gaias_carapace		armor/gaia_carapace	armor/gaia_carapace	armor/gaia_carapace			
2287	raistlins_glance		circlet/raistlin_mask	circlet/raistlin_mask	circlet/raistlin_mask			
2288	taras_vision		circlet/taras_circlet	circlet/taras_circlet	circlet/taras_circlet			
2289	the_gnasher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
2290	deathspade					axe/deathspade	axe/deathspade	axe/deathspade
2291	bladebone					axe/double_axe	axe/double_axe	axe/double_axe
2292	mindrend					axe/mindrend	axe/mindrend	axe/mindrend
2293	rakescar					axe/war_axe	axe/war_axe	axe/war_axe
2294	fechmars_axe					axe/large_axe	axe/large_axe	axe/large_axe
2295	goreshovel					axe/broad_axe	axe/broad_axe	axe/broad_axe
2296	the_chieftan					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
2297	brainhew					axe/brainhew	axe/brainhew	axe/brainhew
2298	the_humongous					axe/giant_axe	axe/the_minataur	axe/giant_axe
2299	iros_torch					wand/iros_torch	wand/iros_torch	wand/iros_torch
2300	maelstromwrath					wand/yew_wand	wand/yew_wand	wand/yew_wand
2301	gravenspine					wand/gravenspine	wand/gravenspine	wand/gravenspine
2302	umes_lament					wand/grim_wand	wand/blackhand_key	wand/grim_wand
2303	felloak					club/felloak	club/felloak	club/felloak
2304	knell_striker					scepter/scepter	scepter/scepter	scepter/scepter
2305	rusthandle					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
2306	stormeye					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
2307	stoutnail					club/stoutnail	club/stoutnail	club/stoutnail
2308	crushflange					mace/mace	mace/mace	mace/mace
2309	bloodrise					mace/bloodrise	mace/bloodrise	mace/bloodrise
2310	the_generals_tan_do_li_ga					mace/flail	mace/flail	mace/flail
2311	ironstone					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
2312	bonesob					hammer/bonesob	hammer/bonesob	hammer/bonesob
2313	steeldriver					hammer/great_maul	hammer/great_maul	hammer/great_maul
2314	rixots_keen					sword/short_sword	sword/short_sword	sword/short_sword
2315	blood_crescent					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
2316	krintizs_skewer					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
2317	gleamscythe					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
2318	griswolds_edge					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
2319	hellplague					sword/hellplague	sword/hellplague	sword/hellplague
2320	culwens_point					sword/war_sword	sword/war_sword	sword/war_sword
2321	shadowfang					sword/shadowfang	sword/shadowfang	sword/shadowfang
2322	soulflay					sword/claymore	sword/claymore	sword/claymore
2323	kinemils_awl					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
2324	blacktongue					sword/blacktongue	sword/blacktongue	sword/blacktongue
2325	ripsaw					sword/flamberge	sword/todesfaelle_flamme	sword/flamberge
2326	the_patriarch					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
2327	gull					knife/dagger	knife/dagger	knife/dagger
2328	the_diggler					knife/dirk	knife/dirk	knife/dirk
2329	the_jade_tan_do					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
2330	irices_shard					knife/blade	knife/stormspike	knife/blade
2331	the_dragon_chang					spear/spear	spear/spear	spear/spear
2332	razortine					spear/razortine	spear/razortine	spear/razortine
2333	bloodthief					spear/brandistock	spear/soulfeast_tine	spear/brandistock
2334	lance_of_yaggai					spear/spetum	spear/spetum	spear/spetum
2335	the_tannr_gorerod					spear/pike	spear/pike	spear/pike
2336	dimoaks_hew					polearm/bardiche	polearm/bardiche	polearm/bardiche
2337	steelgoad					polearm/voulge	polearm/voulge	polearm/voulge
2338	soul_harvest					polearm/soul_harvest	polearm/soul_harvest	polearm/soul_harvest
2339	the_battlebranch					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
2340	woestave					polearm/halberd	polearm/halberd	polearm/halberd
2341	the_grim_reaper					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
2342	bane_ash					staff/short_staff	staff/short_staff	staff/short_staff
2343	serpent_lord					staff/long_staff	staff/long_staff	staff/long_staff
2344	lazarus_spire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
2345	the_salamander					staff/battle_staff	staff/battle_staff	staff/battle_staff
2346	the_iron_jang_bong					staff/war_staff	staff/skullcollector	staff/war_staff
2347	pluckeye					bow/short_bow	bow/short_bow	bow/short_bow
2348	witherstring					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
2349	rimeraven					bow/long_bow	bow/kuko_shakaku	bow/long_bow
2350	piercerib					bow/piercerib	bow/piercerib	bow/piercerib
2351	pullspite					bow/pullspite	bow/pullspite	bow/pullspite
2352	wizendraw					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
2353	hellclap					bow/hellclap	bow/hellclap	bow/hellclap
2354	blastbark					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
2355	leadcrow					bow/leadcrow	bow/leadcrow	bow/leadcrow
2356	ichorsting					bow/ichorsting	bow/ichorsting	bow/ichorsting
2357	hellcast					bow/hellcast	bow/hellcast	bow/hellcast
2358	doomspittle					bow/doomspittle	bow/doomspittle	bow/doomspittle
2359	war_bonnet					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
2360	tarnhelm					helmet/skull_cap	helmet/rockstopper	helmet/skull_cap
2361	coif_of_glory					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
2362	duskdeep					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
2363	wormskull					helmet/wormskull	helmet/wormskull	helmet/wormskull
2364	howltusk					helmet/great_helm	helmet/great_helm	helmet/great_helm
2365	undead_crown					helmet/crown	helmet/crown_of_thieves	helmet/crown
2366	the_face_of_horror					helmet/mask	helmet/mask	helmet/mask
2367	greyform					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
2368	blinkbats_form					armor/leather_armor	armor/leather_armor	armor/leather_armor
2369	the_centurion					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
2370	twitchthroe					armor/studded_leather	armor/ironpelt	armor/studded_leather
2371	darkglow					armor/ring_mail	armor/ring_mail	armor/ring_mail
2372	hawkmail					armor/scale_mail	armor/scale_mail	armor/scale_mail
2373	sparking_mail					armor/chain_mail	armor/chain_mail	armor/chain_mail
2374	venomsward					armor/breast_plate	armor/breast_plate	armor/breast_plate
2375	iceblink					armor/splint_mail	armor/splint_mail	armor/splint_mail
2376	boneflesh					armor/plate_mail	armor/plate_mail	armor/plate_mail
2377	rockfleece					armor/field_plate	armor/field_plate	armor/field_plate
2378	rattlecage					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
2379	goldskin					armor/goldskin	armor/goldskin	armor/goldskin
2380	victors_silk					armor/victors_silk	armor/victors_silk	armor/victors_silk
2381	heavenly_garb					armor/light_plate	armor/light_plate	armor/light_plate
2382	pelta_lunata					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
2383	umbral_disk					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
2384	stormguild					shield/stormguild	shield/stormguild	shield/stormguild
2385	wall_of_the_eyeless					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
2386	swordback_hold					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
2387	steelclash					shield/steelclash	shield/steelclash	shield/steelclash
2388	bverrit_keep					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
2389	the_ward					shield/the_ward	shield/the_ward	shield/the_ward
2390	the_hand_of_broc					glove/gloves_l	glove/gloves_l	glove/gloves_l
2391	bloodfist					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
2392	chance_guards					glove/bracers_m	glove/bracers_m	glove/bracers_m
2393	magefist					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
2394	frostburn					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
2395	hotspur					boot/leather_boots	boot/leather_boots	boot/leather_boots
2396	gorefoot					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
2397	treads_of_cthon					boot/chain_boots	boot/chain_boots	boot/chain_boots
2398	goblin_toe					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
2399	tearhaunch					boot/plate_boots	boot/plate_boots	boot/plate_boots
2400	lenyms_cord					belt/sash_l	belt/sash_l	belt/sash_l
2401	snakecord					belt/light_belt	belt/light_belt	belt/light_belt
2402	nightsmoke					belt/belt_m	belt/belt_m	belt/belt_m
2403	goldwrap					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
2404	bladebuckle					belt/girdle_h	belt/girdle_h	belt/girdle_h
2405	nokozan_relic					amulet/amulet	amulet/amulet	amulet/amulet
2406	the_eye_of_etlich					amulet/amulet	amulet/amulet	amulet/amulet
2407	the_mahim_oak_curio					amulet/amulet	amulet/amulet	amulet/amulet
2408	nagelring					ring/ring	ring/ring	ring/ring
2409	manald_heal					ring/ring	ring/ring	ring/ring
2410	the_stone_of_jordan					ring/ring	ring/ring	ring/ring
2411	amulet_of_the_viper					amulet/viper_amulet	amulet/viper_amulet	amulet/viper_amulet
2412	staff_of_kings					staff/staff_of_the_kings	staff/staff_of_the_kings	staff/staff_of_the_kings
2413	horadric_staff					staff/horadric_staff	staff/horadric_staff	staff/horadric_staff
2414	hell_forge_hammer					hammer/hellforge_hammer	hammer/hellforge_hammer	hammer/hellforge_hammer
2415	khalim_flail					mace/khalim_flail	mace/khalim_flail	mace/khalim_flail
2416	super_khalim_flail					mace/super_khalim_flail	mace/super_khalim_flail	mace/super_khalim_flail
2417	coldkill					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
2418	butchers_pupil					axe/deathspade	axe/deathspade	axe/deathspade
2419	islestrike					axe/double_axe	axe/double_axe	axe/double_axe
2420	pompes_wrath					axe/mindrend	axe/mindrend	axe/mindrend
2421	guardian_naga					axe/war_axe	axe/war_axe	axe/war_axe
2422	warlords_trust					axe/large_axe	axe/large_axe	axe/large_axe
2423	spellsteel					axe/broad_axe	axe/broad_axe	axe/broad_axe
2424	stormrider					axe/stormrider	axe/stormrider	axe/stormrider
2425	boneslayer_blade					axe/brainhew	axe/brainhew	axe/brainhew
2426	the_minataur					axe/the_minataur	axe/the_minataur	axe/the_minataur
2427	suicide_branch					wand/wand	wand/wand	wand/wand
2428	carin_shard					wand/yew_wand	wand/yew_wand	wand/yew_wand
2429	arm_of_king_leoric					wand/gravenspine	wand/gravenspine	wand/gravenspine
2430	blackhand_key					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
2431	dark_clan_crusher					club/felloak	club/felloak	club/felloak
2432	zakarums_hand					scepter/scepter	scepter/scepter	scepter/scepter
2433	the_fetid_sprinkler					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
2434	hand_of_blessed_light					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
2435	fleshrender					club/stoutnail	club/stoutnail	club/stoutnail
2436	sureshrill_frost					mace/mace	mace/mace	mace/mace
2437	moonfall					mace/bloodrise	mace/bloodrise	mace/bloodrise
2438	baezils_vortex					mace/flail	mace/flail	mace/flail
2439	earthshaker					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
2440	bloodtree_stump					hammer/maul	hammer/maul	hammer/maul
2441	the_gavel_of_pain					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
2442	bloodletter					sword/short_sword	sword/short_sword	sword/short_sword
2443	coldsteel_eye					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
2444	hexfire					sword/hexfire	sword/hexfire	sword/hexfire
2445	blade_of_ali_baba					sword/falchion	sword/falchion	sword/falchion
2446	ginthers_rift					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
2447	headstriker					sword/broad_sword	sword/broad_sword	sword/broad_sword
2448	plague_bearer					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
2449	the_atlantian					sword/war_sword	sword/war_sword	sword/war_sword
2450	crainte_vomir					sword/shadowfang	sword/shadowfang	sword/shadowfang
2451	bing_sz_wang					sword/claymore	sword/claymore	sword/claymore
2452	the_vile_husk					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
2453	cloudcrack					sword/blacktongue	sword/blacktongue	sword/blacktongue
2454	todesfaelle_flamme					sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme
2455	swordguard					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
2456	spineripper					knife/dagger	knife/dagger	knife/dagger
2457	heart_carver					knife/dirk	knife/dirk	knife/dirk
2458	blackbogs_sharp					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
2459	stormspike					knife/stormspike	knife/stormspike	knife/stormspike
2460	the_impaler					spear/spear	spear/spear	spear/spear
2461	kelpie_snare					spear/razortine	spear/razortine	spear/razortine
2462	soulfeast_tine					spear/soulfeast_tine	spear/soulfeast_tine	spear/soulfeast_tine
2463	hone_sundan					spear/spetum	spear/spetum	spear/spetum
2464	spire_of_honor					spear/pike	spear/pike	spear/pike
2465	the_meat_scraper					polearm/bardiche	polearm/bardiche	polearm/bardiche
2466	blackleach_blade					polearm/voulge	polearm/voulge	polearm/voulge
2467	athenas_wrath					polearm/athenas_wrath	polearm/athenas_wrath	polearm/athenas_wrath
2468	pierre_tombale_couant					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
2469	husoldal_evo					polearm/halberd	polearm/halberd	polearm/halberd
2470	grims_burning_dead					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
2471	razorswitch					staff/short_staff	staff/short_staff	staff/short_staff
2472	ribcracker					staff/long_staff	staff/long_staff	staff/long_staff
2473	chromatic_ire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
2474	warpspear					staff/battle_staff	staff/battle_staff	staff/battle_staff
2475	skullcollector					staff/skullcollector	staff/skullcollector	staff/skullcollector
2476	skystrike					bow/short_bow	bow/short_bow	bow/short_bow
2477	riphook					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
2478	kuko_shakaku					bow/kuko_shakaku	bow/kuko_shakaku	bow/kuko_shakaku
2479	endlesshail					bow/piercerib	bow/piercerib	bow/piercerib
2480	whichwild_string					bow/whichwild_string	bow/whichwild_string	bow/whichwild_string
2481	cliffkiller					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
2482	magewrath					bow/hellclap	bow/hellclap	bow/hellclap
2483	godstrike_arch					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
2484	langer_briser					bow/langer_briser	bow/langer_briser	bow/langer_briser
2485	pus_spiter					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
2486	buriza_do_kyanon					bow/hellcast	bow/hellcast	bow/hellcast
2487	demon_machine					bow/doomspittle	bow/doomspittle	bow/doomspittle
2488	peasent_crown					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
2489	rockstopper					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
2490	stealskull					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
2491	darksight_helm					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
2492	valkiry_wing					helmet/great_helm	helmet/great_helm	helmet/great_helm
2493	crown_of_thieves					helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves
2494	blackhorns_face					helmet/mask	helmet/mask	helmet/mask
2495	vampiregaze					helmet/wormskull	helmet/wormskull	helmet/wormskull
2496	the_spirit_shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
2497	skin_of_the_vipermagi					armor/leather_armor	armor/leather_armor	armor/leather_armor
2498	skin_of_the_flayerd_one					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
2499	ironpelt					armor/ironpelt	armor/ironpelt	armor/ironpelt
2500	spiritforge					armor/ring_mail	armor/ring_mail	armor/ring_mail
2501	crow_caw					armor/scale_mail	armor/scale_mail	armor/scale_mail
2502	shaftstop					armor/chain_mail	armor/chain_mail	armor/chain_mail
2503	duriels_shell					armor/breast_plate	armor/breast_plate	armor/breast_plate
2504	skullders_ire					armor/splint_mail	armor/splint_mail	armor/splint_mail
2505	guardian_angel_lod					armor/plate_mail	armor/plate_mail	armor/plate_mail
2506	toothrow					armor/field_plate	armor/field_plate	armor/field_plate
2507	atmas_wail					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
2508	black_hades					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
2509	corpsemourn					armor/corpsemourn	armor/corpsemourn	armor/corpsemourn
2510	que_hegans_wisdon					armor/light_plate	armor/light_plate	armor/light_plate
2511	visceratuant					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
2512	mosers_blessed_circle					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
2513	stormchaser					shield/stormchaser	shield/stormchaser	shield/stormchaser
2514	tiamats_rebuke					shield/steelclash	shield/steelclash	shield/steelclash
2515	kerkes_sanctuary					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
2516	radimants_sphere					shield/the_ward	shield/the_ward	shield/the_ward
2517	lidless_wall					shield/lidless_wall	shield/lidless_wall	shield/lidless_wall
2518	lance_guard					shield/lance_guard	shield/lance_guard	shield/lance_guard
2519	venom_grip					glove/gloves_l	glove/gloves_l	glove/gloves_l
2520	gravepalm					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
2521	ghoulhide					glove/bracers_m	glove/bracers_m	glove/bracers_m
2522	lavagout					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
2523	hellmouth					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
2524	infernostride					boot/leather_boots	boot/leather_boots	boot/leather_boots
2525	waterwalk					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
2526	silkweave					boot/chain_boots	boot/chain_boots	boot/chain_boots
2527	wartraveler					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
2528	gorerider					boot/plate_boots	boot/plate_boots	boot/plate_boots
2529	string_of_ears					belt/sash_l	belt/sash_l	belt/sash_l
2530	razortail					belt/light_belt	belt/light_belt	belt/light_belt
2531	gloomstrap					belt/belt_m	belt/belt_m	belt/belt_m
2532	snowclash					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
2533	thudergods_vigor					belt/girdle_h	belt/girdle_h	belt/girdle_h
2534	harlequin_crest					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
2535	veil_of_steel					helmet/great_helm	helmet/great_helm	helmet/great_helm
2536	the_gladiators_bane					armor/studded_leather	armor/ironpelt	armor/studded_leather
2537	arkaines_valor					armor/splint_mail	armor/splint_mail	armor/splint_mail
2538	blackoak_shield					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
2539	stormshield					shield/steelclash	shield/steelclash	shield/steelclash
2540	hellslayer					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
2541	messerschmidts_reaver					axe/brainhew	axe/brainhew	axe/brainhew
2542	baranars_star					mace/bloodrise	mace/bloodrise	mace/bloodrise
2543	schaefers_hammer					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
2544	the_cranium_basher					hammer/great_maul	hammer/the_gavel_of_pain	hammer/great_maul
2545	lightsabre					sword/lightsabre	sword/lightsabre	sword/lightsabre
2546	doombringer					sword/blacktongue	sword/blacktongue	sword/blacktongue
2547	the_grandfather					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
2548	wizardspike					knife/wizardspike	knife/wizardspike	knife/wizardspike
2549	stormspire					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
2550	eaglehorn					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
2551	windforce					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
2552	bul_kathos_wedding_band					ring/ring	ring/ring	ring/ring
2553	the_cats_eye					amulet/amulet	amulet/amulet	amulet/amulet
2554	the_rising_sun					amulet/amulet	amulet/amulet	amulet/amulet
2555	crescent_moon					amulet/amulet	amulet/amulet	amulet/amulet
2556	maras_kaleidoscope					amulet/amulet	amulet/amulet	amulet/amulet
2557	atmas_scarab					amulet/amulet	amulet/amulet	amulet/amulet
2558	dwarf_star					ring/ring	ring/ring	ring/ring
2559	raven_frost					ring/ring	ring/ring	ring/ring
2560	highlords_wrath					amulet/amulet	amulet/amulet	amulet/amulet
2561	saracens_chance					amulet/amulet	amulet/amulet	amulet/amulet
2562	arreats_face					helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard
2563	homunculus					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
2564	titans_revenge					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
2565	lycanders_aim					bow/reflex_bow	bow/reflex_bow	bow/reflex_bow
2566	lycanders_flank					spear/maiden_pike	spear/maiden_pike	spear/maiden_pike
2567	the_oculus					orb/dragon_stone	orb/dragon_stone	orb/dragon_stone
2568	herald_of_zakarum					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
2569	cutthroat_1					h2h/claws	h2h/claws	h2h/claws
2570	jalals_mane					pelt/spirit_mask	pelt/spirit_mask	pelt/spirit_mask
2571	the_scalper					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
2572	bloodmoon					sword/hexfire	sword/hexfire	sword/hexfire
2573	djinnslayer					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
2574	deathbit					knife/throwing_knife	knife/throwing_knife	knife/throwing_knife
2575	warshrike					knife/warshrike	knife/warshrike	knife/warshrike
2576	gutsiphon					bow/doomspittle	bow/doomspittle	bow/doomspittle
2577	razoredge					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
2578	demonlimb					club/stoutnail	club/stoutnail	club/stoutnail
2579	steelshade					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
2580	tomb_reaver					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
2581	deathss_web					wand/grim_wand	wand/blackhand_key	wand/grim_wand
2582	natures_peace					ring/ring	ring/ring	ring/ring
2583	azurewrath					sword/crystal_sword	sword/crystal_sword	sword/crystal_sword
2584	seraphs_hymn					amulet/amulet2	amulet/amulet2	amulet/amulet2
2585	fleshripper					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
2586	horizons_tornado					mace/flail	mace/flail	mace/flail
2587	stone_crusher					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
2588	jadetalon					h2h/katar	h2h/katar	h2h/katar
2589	shadowdancer					boot/plate_boots	boot/plate_boots	boot/plate_boots
2590	cerebus					pelt/wolf_head	pelt/wolf_head	pelt/wolf_head
2591	tyraels_might					armor/victors_silk	armor/victors_silk	armor/victors_silk
2592	souldrain					glove/bracers_m	glove/bracers_m	glove/bracers_m
2593	runemaster					axe/double_axe	axe/double_axe	axe/double_axe
2594	deathcleaver					axe/war_axe	axe/war_axe	axe/war_axe
2595	executioners_justice					axe/giant_axe	axe/the_minataur	axe/giant_axe
2596	stoneraven					spear/maiden_spear	spear/maiden_spear	spear/maiden_spear
2597	leviathan					armor/field_plate	armor/field_plate	armor/field_plate
2598	wisp					ring/ring	ring/ring	ring/ring
2599	gargoyles_bite					javelin/throwing_spear	javelin/throwing_spear	javelin/throwing_spear
2600	lacerator					axe/balanced_axe	axe/balanced_axe	axe/balanced_axe
2601	mang_songs_lesson					staff/skullcollector	staff/skullcollector	staff/skullcollector
2602	viperfork					spear/brandistock	spear/soulfeast_tine	spear/brandistock
2603	ethereal_edge					axe/broad_axe	axe/broad_axe	axe/broad_axe
2604	demonhorns_edge					helmet/horned_helm	helmet/horned_helm	helmet/horned_helm
2605	the_reapers_toll					polearm/scythe	polearm/scythe	polearm/scythe
2606	spiritkeeper					pelt/antlers	pelt/antlers	pelt/antlers
2607	hellrack					bow/hellcast	bow/hellcast	bow/hellcast
2608	alma_negra					shield/rondache	shield/rondache	shield/rondache
2609	darkforge_spawn					voodoo_head/demon_head	voodoo_head/demon_head	voodoo_head/demon_head
2610	widowmaker					bow/hellclap	bow/hellclap	bow/hellclap
2611	bloodravens_charge					bow/hellclap	bow/hellclap	bow/hellclap
2612	ghostflame					knife/blade	knife/stormspike	knife/blade
2613	shadowkiller					h2h/shadowkiller	h2h/shadowkiller	h2h/shadowkiller
2614	gimmershred					axe/throwing_axe	axe/throwing_axe	axe/throwing_axe
2615	griffons_eye					circlet/diadem	circlet/tiara	circlet/diadem
2616	windhammer					hammer/maul	hammer/maul	hammer/maul
2617	thunderstroke					javelin/maiden_javelin	javelin/maiden_javelin	javelin/maiden_javelin
2618	demons_arch					javelin/short_spear	javelin/short_spear	javelin/short_spear
2619	boneflame					voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head
2620	steelpillar					spear/pike	spear/pike	spear/pike
2621	nightwings_veil					helmet/great_helm	helmet/great_helm	helmet/great_helm
2622	crown_of_ages					helmet/crown	helmet/crown_of_thieves	helmet/crown
2623	andariels_visage					helmet/mask	helmet/mask	helmet/mask
2624	dragonscale					shield/aerin_shield	shield/aerin_shield	shield/aerin_shield
2625	steel_carapice					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
