Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Valkyrie's	100	1	1	90		75	ama		65	2	125	ama		3	3											tors												0	0	0
Angel's	100	1	1	36	90	30	sor		18	8	125	sor		1	1											tors												0	0	0
Arch-Angel's	100	1	1	70		67	sor		45	5	125	sor		2	2											tors												0	0	0
Arch-Angel's	100	1	1	90		75	sor		65	2	125	sor		3	3											tors												0	0	0
Summoner's	100	1	1	36	90	30	nec		18	8	125	nec		1	1											tors												0	0	0
Necromancer's	100	1	1	70		67	nec		45	5	125	nec		2	2											tors												0	0	0
Necromancer's	100	1	1	90		75	nec		65	2	125	nec		3	3											tors												0	0	0
Monk's	100	1	1	36	90	30	pal		18	8	125	pal		1	1											tors												0	0	0
Priest's	100	1	1	70		67	pal		45	5	125	pal		2	2											tors												0	0	0
Priest's	100	1	1	90		75	pal		65	2	125	pal		3	3											tors												0	0	0
Slayer's	100	1	1	36	90	30	bar		18	8	125	bar		1	1											tors												0	0	0
Berserker's	100	1	1	70		67	bar		45	5	125	bar		2	2											tors												0	0	0
Berserker's	100	1	1	90		75	bar		65	2	125	bar		3	3											tors												0	0	0
Shaman's	100	1	1	36	90	30	dru		18	8	125	dru		1	1											tors												0	0	0
Hierophant's	100	1	1	70		67	dru		45	5	125	dru		2	2											tors												0	0	0
Hierophant's	100	1	1	90		75	dru		65	2	125	dru		3	3											tors												0	0	0
Magekiller's	100	1	1	36	90	30	ass		18	8	125	ass		1	1											tors												0	0	0
Witch-hunter's	100	1	1	70		67	ass		45	5	125	ass		2	2											tors												0	0	0
Witch-hunter's	100	1	1	90		75	ass		65	2	125	ass		3	3											tors												0	0	0
Diablo's	100	1	1	90		75				1	175	ethereal		1	1	indestruct		1	1							weap							staf	wand	orb	miss		0	0	0
Ghostly	100		1	41		37				4	101	ac%		25	40	ethereal		1	1	rep-dur	10				whit	armo												0	0	0
Spectral	100		1	61		51				4	101	ac%		41	60	ethereal		1	1	rep-dur	10				whit	armo												0	0	0
Phantom	100		1	75		67				4	101	ac%		61	80	ethereal		1	1	rep-dur	10				whit	armo												0	0	0
Wraithly	100		1	86		80				4	101	ac%		81	100	ethereal		1	1	rep-dur	10				whit	armo												0	0	0
Strengthening	100	1	1	23	50	20				4	174	all-stats-percent		2	4									1	lyel	ring	amul											0	0	0
Empowering	100	1	1	26	60	24				4	174	all-stats-percent		5	8									1	dyel	ring	amul											0	0	0
Titan's	100	1	1	45		38				4	174	all-stats-percent		9	14									1	dgld	ring	amul											0	0	0
Exarch's	100	1	1	60		50				2	174	all-stats-percent		15	20									1	oran	ring	amul											0	0	0
Bloodlust	100	1	1	90		60				21	105	dmg%		301	400									1	blac	weap							staf	wand	orb			0	0	0
White	100	1	1	30	90	21				18	107	dmg-to-mana		41	80									1	cblu	shld	amul	staf	wand	mana								0	0	0
White	100	1	1	50		39				18	107	dmg-to-mana		81	150									1	cblu	shld	amul	staf	wand	mana								0	0	0
White	100	1	1	90		60				9	107	dmg-to-mana		151	300									1	cblu	shld	staf											0	0	0
Vigorous	100	1	1	30	50	21				16	109	stam		25	75									1	dblu	boot	belt	ring	amul	circ	glov							0	0	0
Vigorous	100	1	1	50	90	39				16	109	stam		76	150									1	dblu	boot	belt	ring	amul	circ	glov							0	0	0
Vigorous	100	1	1	90		60				8	109	stam		151	200									1	dblu	boot	belt	ring	amul	circ	glov							0	0	0
Grandmaster's	100	1	1	90		61				17	111	att		301	400	dmg%		201	300					1	lgld	weap							staf	wand	orb			0	0	0
Glowing	100	1	1	15	50	8				14	112	light		3	6	att/lvl	4							1	lyel	armo	staf	mana	wand	ring	amul							0	0	0
Glowing	100	1	1	30	90	21				14	112	light		7	12	att/lvl	8							1	lyel	scep	armo	amul	ring									0	0	0
Glowing	100	1	1	50		39				14	112	light		13	20	att/lvl	8							1	lyel	scep	amul											0	0	0
Glowing	100	1	1	90		60				7	112	light		21	30	att/lvl	8							1	lyel	scep												0	0	0
Fortuitous	100	1	1	30	90	21				18	114	mag%		21	40									1	lgld	ring	amul	circ	wand	mana								0	0	0
Fortuitous	100	1	1	50		39				18	114	mag%		41	80									1	lgld	ring	amul	circ	staf									0	0	0
Fortuitous	100	1	1	90		60				9	114	mag%		81	150									1	lgld	amul	circ	staf										0	0	0
Champion's	100	1	1	50	90	39				6	121	mana-kill		11	20									1	cblu	weap	circ	ring										0	0	0
Champion's	100	1	1	90		60				3	121	mana-kill		21	40									1	cblu	weap	circ											0	0	0
Valkyrie's	100	1	1	90		42	ama		28	3	125	ama		3	3											miss	spea											0	0	0
Arch-Angel's	100	1	1	90		42	sor		28	3	125	sor		3	3											staf	mana											0	0	0
Necromancer's	100	1	1	90		42	nec		28	3	125	nec		3	3											head	wand	knif	npol				tkni					0	0	0
Priest's	100	1	1	90		42	pal		28	3	125	pal		3	3											shld	scep											0	0	0
Berserker's	100	1	1	90		42	bar		28	3	125	bar		3	3											phlm	taxe	bjav	mele				rod	amaz	sorc	necr	pala	0	0	0
Hierophant's	100	1	1	90		42	dru		28	3	125	dru		3	3											club	pelt											0	0	0
Witch-hunter's	100	1	1	90		42	ass		28	3	125	ass		3	3											claw	tkni	asnx										0	0	0
Vivid	100	1	1	90		55				9	146	hp%		17	30									1	cred	staf	wand	mana	tors	belt								0	0	0
Shrewd	100	1	1	90		55				9	145	mana%		17	30									1	lblu	ring	amul	staf	wand	mana								0	0	0
Knowledgeable	100	1	1	90		50				1	158	allskills		2	2									1	whit	weap	amul	armo					glov	belt	boot			0	0	0
Knowledgeable	100	1	1	90		60				1	158	allskills		3	3									1	whit	weap	tors											0	0	0
Skillful	100		1	38		1				2	125	skill-rand	3	362	396											mcha												0	0	0
Maroon	100	1	1	25	50	12				8	109	stam		31	50									1	dred	jewl												0	0	0
Maroon	100	1	1	35	70	25				8	109	stam		51	80									1	dred	jewl												0	0	0
Maroon	100	1	1	50		42				8	109	stam		81	120									1	dred	jewl												0	0	0
Maroon	100	1	1	70		65				4	109	stam		121	200									1	dred	jewl												0	0	0
Magical	100	1	1	60		49				8	118	res-mag		4	7									1	cred	amul	circ	ring	armo									0	0	0
Illustrious	100	1	1	90		65				4	118	res-mag		8	15									1	cred	amul	circ	boot										0	0	0
Vermillion	100	1		92		65				10	104	dmg-max		26	40									1	dred	jewl												0	0	0
