Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	*CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	*OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*MissileWeaponVFX	EOL
vengefulspiritone	3070	50	25	28	20				0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			20		1						20		1										20	20			17		3		255	255	255	0	0	1	SafeArrow	1024	1	16																		1					1																																																						32			necromancer_bonespirit_1						vengefulspiritnova			vengefulspirittwo				vengefulspiritnova			vengefulspirittwo					0
vengefulspirittwo	3071	50	25	28	20				0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			20		1						20		1										20	20			17		3		255	255	255	0	0	1	SafeArrow	1024	1	16								1										1					1																																																						32			necromancer_bonespirit_1						vengefulspiritnova			vengefulspiritthree				vengefulspiritnova			vengefulspiritthree					0
vengefulspiritthree	3072	50	25	28	20				0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			20		1						20		1										20	20			17		3		255	255	255	0	0	1	SafeArrow	1024	1	16								1										1					1						1	1	1																																														32			necromancer_bonespirit_1						vengefulspiritnova			vengefulspiritfour				vengefulspiritnova			vengefulspiritfour					0
vengefulspiritfour	3073	50	25	28	20				0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			20		1						20		1										20	20			17		3		255	255	255	0	0	1	SafeArrow	1024	1	16								1										1					1																																																						32			necromancer_bonespirit_1						vengefulspiritnova			vengefulspiritfive				vengefulspiritnova			vengefulspiritfive					0
vengefulspiritfive	3074	50		28					0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob			0	damage freq (0 = look at skill)	15	radius (0 = look at skill)	0	start frame	40	end frame	30	lob																							20	20			17		3		255	255	255	0	0	1	SafeArrow	1024	1	16								1										1					1																																																						32			necromancer_bonespirit_1						vengefulspiritnova							vengefulspiritnova								0
vengefulspiritnova	3075	1	4	1	5																												1								1																		7		255	178	64	0	0	1	Fireball	1024	5	16								1										1					1											1																																											16												vengefulspiritbolt							vengefulspiritbolt					0
vengefulspiritbolt	3076	1		1																																																	35	35			15		7		255	178	64	0	0	1	Fireball	1024	5	16					3			1					1	1				3																1	1		Vengeful Spirit	4																				cold																		48	16			sorceress_frostnova																					0
poisonexplosion	3077	1	4	1	5																												64								64												100	100			10				128	255	128	0	0	1	PoisonSparks	1024	31	16								1		1								1					1											1																																											8												poisonexplosionmainspawner							poisonexplosionmainspawner					0
poisonexplosionmainspawner	3078	19	4	15	5				1												1												64								64																1		3		255	255	255	1	0	0	bonewall	1024	1	16								1		1								1					1						1	1	1				1																																										32									poisonexplosionpoison			poisonexplosioncold				poisonexplosionpoison			poisonexplosioncold					0
poisonexplosionpoison	3079	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	3	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	3	end frame	30	lob																											4				0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1						1	1	25									1																																																1									poisonexplosionpoisonnova							poisonexplosionpoisonnova								0
poisonexplosionpoisonnova	3080	1	4	1	5																												1								1																				255	255	255	0	0	0	null	1024	1	16										1								1					1											1																																											32												poisonexplosionpoisonbolt							poisonexplosionpoisonbolt					0
poisonexplosionpoisonbolt	3081	1		1																																																	20	40	3		16				255	255	255	0	0	1	AndarielSpell	1024	24	16					3			1		1								3											1	1	1			1			Poison Explosion	4																																						80	32			necromancer_poisonnova																					0
poisonexplosioncold	3082	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	2	start frame	4	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	2	start frame	4	end frame	30	lob																											5				0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1						1	1	25									1																																																1									poisonexplosioncoldnova							poisonexplosioncoldnova								0
poisonexplosioncoldnova	3083	1	4	1	5																												1								1																				255	255	255	0	0	0	null	1024	1	16										1								1					1											1																																											32												poisonexplosioncoldbolt							poisonexplosioncoldbolt					0
poisonexplosioncoldbolt	3084	1		1		2																																											100				20	40	3		16				255	255	255	0	0	1	AndarielSpell	1024	24	16					3			1		1								2											1	1	1			1				4		8																		cold	30	12	15	18	21	24	60	15	18	21	24	30	((((100+(skill('Poison Dagger'.blvl)+skill('Poison Nova'.blvl)+skill('Corpse Explosion'.blvl)+skill('Bone Armor'.blvl))*skill('Poison Explosion'.par8))*(100+skill('Attack'.clc3))/100)*(100+skill('Spell Damage'.pst2))/100))-100	50	10	10	10	48	32			sorceress_glacialspike_1																					0
royalstrikefire	3085	9	4	1	5																12	frames	50	fallrate	15	sliderate							64								64																		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1				1						1					1						1					1						8																																					1									royalstrikemeteorspawner			royalstrikemeteorspawner				royalstrikemeteorspawner	royalstrikemeteortail							0
royalstrikemeteorspawner	3086	1	18	1	51																																				5	# submissile1	5	# submissile3	5	# submissile4											14		4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1				1						1					1						1					1						8																																					1			sorceress_meteor									royalstrikemeteorexp	royalstrikesanityspawner						royalstrikemeteorexplode	whitelightmissile	royalstrikefiremedium	royalstrikefiresmall		0
royalstrikesanityspawner	3087	1		1	5																												64																												128	255	128	0	0	0	Javelin	1024	8	16										1								1					1											1																																											32									royalstrikesecspawner			royalstrikemeteorone	royalstrikemeteorspawnertwo						royalstrikemeteorone	royalstrikemeteorspawnertwo				0
royalstrikemainspawner	3088	1		15	51				3																																												5	5			2				128	255	128	0	0	0	Javelin	1024	8	16					6	1				1								1					1											1																																											32									royalstrikesecspawner			royalstrikemeteorone	royalstrikemeteorspawnertwo											0
royalstrikesecspawner	3089	1		15	5				1																								64								64																1		3		255	255	255	0	0	0	bonewall	1024	1	16								1		1								1					1						1	1	1																																														32									royalstrikemeteorspawnerthree			royalstrikemeteorspawnerfour												0
royalstrikemeteorone	3090	1		15																																																					100				0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1																																																1									royalstrikemeteorfuryone															0
royalstrikemeteorfuryone	3091	1		1	20																												8		8						8		8																		0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1																																																1												royalstrikemeteorfireone												0
royalstrikemeteorfireone	3092	1		1																																																	10	10			12		5		255	178	64	0	0	1	groundFireSmall	1024	37	16					3													2											1					1				4		6																		fire	9	3	5	6	8	8	11	4	5	7	8	8	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst1))/100*(10+skill('Royal Strike'.pst2))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100					32	1		41																						0
royalstrikemeteorspawnertwo	3093	1		1	5																												64																								25				0	0	0	0	0	1	Meteor	1024	12	16								1				1						1					1						1																																																1												royalstrikemeteortwo												0
royalstrikemeteortwo	3094	1		15																																																					75				0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1																																																1									royalstrikemeteorfurytwo															0
royalstrikemeteorfurytwo	3095	1		1	20																												8		8																										0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1																																																1												royalstrikemeteorfiretwo												0
royalstrikemeteorfiretwo	3096	1		1																																																	10	10			12		5		255	178	64	0	0	1	groundFireSmall	1024	37	16					3													2											1					1				4		6																		fire	9	3	5	6	8	8	11	4	5	7	8	8	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst1))/100*(10+skill('Royal Strike'.pst2))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100					32	1		41																						0
royalstrikemeteorspawnerthree	3097	1		1	5																												64																								50				0	0	0	0	0	1	Meteor	1024	12	16								1				1						1					1						1																																																1												royalstrikemeteorthree												0
royalstrikemeteorthree	3098	1		15																																																					50				0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1																																																1									royalstrikemeteorfurythree															0
royalstrikemeteorfurythree	3099	1		1	20																												8		8																										0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1																																																1												royalstrikemeteorfirethree												0
royalstrikemeteorfirethree	3100	1		1																																																	10	10			12		5		255	178	64	0	0	1	groundFireSmall	1024	37	16					3													2											1					1				4		6																		fire	9	3	5	6	8	8	11	4	5	7	8	8	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst1))/100*(10+skill('Royal Strike'.pst2))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100					32	1		41																						0
royalstrikemeteorspawnerfour	3101	1		1	5																												64																								75				0	0	0	0	0	1	Meteor	1024	12	16								1				1						1					1						1																																																1												royalstrikemeteorfour												0
royalstrikemeteorfour	3102	1		15																																																					25				0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1																																																1									royalstrikemeteorfuryfour															0
royalstrikemeteorfuryfour	3103	1		1	20																												8		8																										0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1																																																1												royalstrikemeteorfirefour												0
royalstrikemeteorfirefour	3104	1		1																																																	10	10			12		5		255	178	64	0	0	1	groundFireSmall	1024	37	16					3													2											1					1				4		6																		fire	9	3	5	6	8	8	11	4	5	7	8	8	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst1))/100*(10+skill('Royal Strike'.pst2))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100					32	1		41																						0
royalstrikemeteorexp	3105	1		1	1																												8																												0	0	0	0	0	1	Meteor	1024	12	16								1				1											1						1									5	2	8																		fire	60	20	25	30	40	40	75	25	30	35	45	45	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst1))/100*(10+skill('Royal Strike'.pst2))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100						1																								0
royalstrikemeteortail	3106	1		1																																																					24				0	0	0	0	0	1	MeteorTail	1024	12	16						1		1																					1					1																																											1																								0
royalstrikemeteorexplode	3107	1		1					2	none																																															16		13		255	178	64	0	0	0	ExpArrowExplode	1024	16	16								1										1						1			1			1	1			1																																											1																								0
royalstrikefiresmall	3108	5		1																																																					125		2	2	255	178	64	0	0	1	groundFireSmall	1024	37	16												1						1	1	12									1					1																																										32	1			object_fire_loop_magic																					0
royalstrikefiremedium	3109	5		1																																																					125		3	2	255	178	64	0	0	1	groundFireMedium	1024	37	16												1						1	1	12									1					1																																										32	1			object_fire_loop_magic																					0
royalstrikelightning	3110	19		15					1		6										1		6																																		31		4		255	255	255	0	0	1	LightningStrike	1024	8	16										1																			1	1	1			1																																											32									royalstrikelightningfury							royalstrikelightningfury								0
royalstrikelightningfury	3111	1	25	1	20																												30		3						30		3										60	60			15				0	0	0	0	0	1	null	1024	15	16					6	1				1								1																1																																											32			sorceress_lightning_1									royalstrikelightningfurytwo							royalstrikelightningfurytwo					0
royalstrikelightningfurytwo	3112	1	25	1	20																												15		2						15		2										60	60			10				255	255	255	0	0	1	AndarielSpell	1024	24	16					3	1		1		1								1											1	1	1			1				4		8																		ltng	1						15	5	8	10	14	14	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst2))/100*(10+skill('Royal Strike'.pst5))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100					64	32			sorceress_lightning_1									royalstrikelightningfurythree							royalstrikelightningfurythree					0
royalstrikelightningfurythree	3113	1	25	1	20																												15		2						15		2										60	60			10				255	255	255	0	0	1	AndarielSpell	1024	24	16					3	1		1		1								1											1	1	1			1				4		8																		ltng	1						15	5	8	10	14	14	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst2))/100*(10+skill('Royal Strike'.pst5))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100					64	32			sorceress_lightning_1									royalstrikelightningfurytfour							royalstrikelightningfurytfour					0
royalstrikelightningfurytfour	3114	1		1																																																	60	60			10				255	255	255	0	0	1	AndarielSpell	1024	24	16					3	1		1		1								1											1	1	1			1				4		8																		ltng	1						15	5	8	10	14	14	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst2))/100*(10+skill('Royal Strike'.pst5))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100					64	32			sorceress_lightning_1																					0
royalstrikecold	3115	1	4	1	5																												1								1																		4		81	81	255	0	0	1	IceBolt	1024	6	16										1								1					1						1	1	1			1																																											32												royalstrikecoldspawner							royalstrikecoldspawner					0
royalstrikecoldspawner	3116	1	4	1	5	4																											64								64												60	60			15				255	255	255	0	0	0	null	1024	1	16					3	1				1			1	2				3																1				4		8																		cold	27	9	18	18	27	27	54	18	18	27	36	36	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst3))/100*(10+skill('Royal Strike'.pst6))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100					48	32			sorceress_glacialspike_1	sorceress_iceblast_impact_1								royalstrikecoldspawnersec							royalstrikecoldspawnersec					0
royalstrikecoldspawnersec	3117	19	25	15	20																												3		1						3		1														1				255	255	255	0	0	0	null	1024	1	16										1								3					1											1																																											32									royalstrikecoldfreezespawner			royalstrikecoldexp				royalstrikecoldfreezespawner			royalstrikecoldexp					0
royalstrikecoldexp	3118	1		1	1																												8	damage radius																							25		7		255	178	64	0	0	0	null	1024	2	16								1		1								1					1	1										1				5	2	8																		cold	27	9	18	18	27	27	54	18	18	27	36	36	(100+skill('Royal Strike'.clc6))*(100+skill('Attack'.clc3))/100*(100+skill('Spell Damage'.pst3))/100*(10+skill('Royal Strike'.pst6))*(10+skill('Royal Strike'.pst3))*(10+skill('Royal Strike'.pst4))*skill('Royal Strike'.pst1)/10000-100	100	15	15	15	48	16				sorceress_iceblast_impact_1				freezingarrowexp1																0
royalstrikecoldfreezespawner	3119	1		1	20																												8		7																										255	255	255	0	0	0	null	1024	1	16										1								1					1											1																																											32												royalstrikecoldfreezebolt												0
royalstrikecoldfreezebolt	3120	1		1		4																																															100	100			2		7		255	178	64	0	0	0	null	1024	2	16					3	1		1		1			1	1				2																1				4		8																		cold														100	15	15	15		16																								0
corruptzakarumarrow	3121	1	30	1	29	1																											64								64						50						40	40			12				255	255	255	0	0	0	Arrow	1024	1	16					3			1										1				1	1						1	1	1						Corrupt Zakarum Barrage	4																				cold																		48	32			amazon_coldarrow_1	impact_cold_1								corruptzakarumarrowfuryone							corruptzakarumarrowfuryone					0
corruptzakarumarrowfuryone	3122	1	25	1	20																												30		1						30		1														25				0	0	0	0	0	1	null	1024	15	16										1								1					1				1							1																																											32												corruptzakarumarrowtwo							corruptzakarumarrowtwo					0
corruptzakarumarrowtwo	3123	1	30	1	29	1																											64								64						50						40	40			8				255	255	255	0	0	0	Arrow	1024	1	16					3			1										1				1	1				1		1	1	1						Corrupt Zakarum Barrage	4																				cold																		48	32			amazon_coldarrow_1	impact_cold_1								corruptzakarumarrowfurytwo							corruptzakarumarrowfurytwo					0
corruptzakarumarrowfurytwo	3124	1	25	1	20																												30		1						30		1														25				0	0	0	0	0	1	null	1024	15	16										1								1					1				1							1																																											32												corruptzakarumarrowthree							corruptzakarumarrowthree					0
corruptzakarumarrowthree	3125	1		1		1																																									50						40	40			8				255	255	255	0	0	0	Arrow	1024	1	16					3			1										1				1	1				1		1	1	1						Corrupt Zakarum Barrage	4																				cold																		48	32			amazon_coldarrow_1	impact_cold_1																				0
corruptzakarumspiritlob	3126	1	30	1	29	1																											4								4						100						10	10			75				255	255	255	0	0	0	Arrow	1024	1	16					3	1		1		1								1				1	1						1	1	1						Corrupt Zakarum Bone Spirit Lob	4																				mag																			32			necromancer_bonespirit_1	sorceress_iceblast_impact_1								corruptzakarumspiritlobspawner							corruptzakarumspiritlobspawner					0
corruptzakarumspiritlobspawner	3127	50		28					1	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	7	end frame	30	lob			1	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	7	end frame	30	lob																							40	40			8				0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1						1	1	25							1		1																																																1									corruptzakarumspiritlobfury							corruptzakarumspiritlobfury								0
corruptzakarumspiritlobfury	3128	1	4	1	5																												64								64																				0	0	0	0	0	1	null	1024	15	16										1								1					1				1																																																		32								teethexplode				corruptzakarumspiritlobbolt							corruptzakarumspiritlobbolt					0
corruptzakarumspiritlobbolt	3129	1		1	1																												6																												255	255	255	0	0	0	Arrow	1024	1	16								1		1			1	2				1					1				1		1	1	1						Corrupt Zakarum Bone Spirit Lob	5	2																			mag																			32																								0
corruptzakarumbarragenova	3130	19		15					2		8										2		8																																		33		4		255	255	255	0	0	1	LightningStrike	1024	8	16										1																	1		1	1	1			1																																											32									corruptzakarumbarragearrow							corruptzakarumbarragearrow								0
corruptzakarumbarragearrow	3131	1	30	1	29	1																											64								64						50						40	40			5				255	255	255	0	0	0	Arrow	1024	1	16					3			1										1				1	1				1		1	1	1						Corrupt Zakarum Barrage	4																				cold																		48	32			amazon_coldarrow_1	impact_cold_1								corruptzakarumarrowfuryone							corruptzakarumarrowfuryone					0
corruptzakarumdegencurse	3132	1	4	1	5																												1								1																		4		81	81	255	0	0	1	IceBolt	1024	6	16										1								1					1				1		1	1	1			1																																											32												corruptzakarumdegencursebolt							corruptzakarumdegencursebolt					0
corruptzakarumdegencursebolt	3133	1		1	21																																																40	40			5				192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3			1					1	2				1									1							1																																											32																								0
corruptzakarumfire	3134	50		28					35	damage freq (0 = look at skill)	12	radius (0 = look at skill)	0	start frame	141	end frame	30	lob			35	damage freq (0 = look at skill)	12	radius (0 = look at skill)	0	start frame	141	end frame	30	lob																											127				0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1						1	1	25									1																																																1									corruptzakarumfirespawner							corruptzakarumfirespawner								0
corruptzakarumfirespawner	3135	1	4	1	5																												64								64												100	100			10				255	255	255	0	0	0	null	1024	1	16					6	1				1								1					1				1							1																																											32												corruptzakarumfirespawnersec							corruptzakarumfirespawnersec					0
corruptzakarumfirespawnersec	3136	1	4	1	5																												8								8																25				255	255	255	0	0	0	null	1024	1	16										1								1					1				1							1																																											32				diablo_firecircle								corruptzakarumfirebolt							corruptzakarumfirebolt					0
corruptzakarumfirebolt	3137	20		16					48		6										48		6																														20	20			50				255	255	255	0	0	0	Arrow	1024	1	16					3			1		1								2					1				1		1	1	1						Corrupt Zakarum Volcano	4																				fire																		32	32																								0
corruptzakarumteleport	3138	1		1	1																												10																								50				255	255	255	0	0	0	Arrow	1024	1	16								1		1								2					1				1		1	1	1						Corrupt Zakarum Teleport	5	2																			cold																		48	32			sorceress_glacialspike_1	sorceress_iceblast_impact_1				freezingarrowexp1																0
permafrostcz	3139	19	30	15	29				1												1												1								1																1		3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1				1							1																																											32									permafrostmainspawner			permafrostvisual				permafrostmainspawner			permafrostvisual					0
permafrostmainspawnercz	3140	1	4	1	5																												4								4																		3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1				1							1																																											32												permafrostsecspawnercz							permafrostsecspawnercz					0
permafrostsecspawnercz	3141	50		28					1	damage freq (0 = look at skill)	0	radius (0 = look at skill)	0	start frame	7	end frame	30	lob			1	damage freq (0 = look at skill)	0	radius (0 = look at skill)	0	start frame	7	end frame	30	lob																							45	45			8				128	255	128	0	0	0	Arrow	1024	1	16					6	1												1					1				1																																																		32									permafrostthirdspawnercz							permafrostthirdspawnercz								0
permafrostthirdspawnercz	3142	1	4	1	5																												64								64																				255	255	255	0	0	0	null	1024	1	16					6	1				1								1					1				1							1																																											32												permafrostfourthspawnercz							permafrostfourthspawnercz					0
permafrostfourthspawnercz	3143	19	1	15	1				5												5												5																								67		3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1				1			1	1			1			Corrupt Zakarum Permafrost	5	2																			cold																		48	32				impact_cold_1				freezingarrowexp1	permafrostfurycz							permafrostfurycz								0
permafrostfurycz	3144	1	25	1	20																												3		1						3		1																		0	0	0	0	0	1	null	1024	15	16																		1					1				1							1																																											32												permafrostboltcz							permafrostboltcz					0
permafrostboltcz	3145	1		1	21																																																80	80			2				255	255	255	0	0	1	LightningBolt	1024	5	16					3					1			1	7				3					1				1							1																																											64																								0
chargedboltcz	3146	1		1		7																																											25				25	25			50				255	255	255	0	0	0	Arrow	1024	1	16					3			1					1	1				2											1	1	1						Corrupt Zakarum Charged Bolt	4																				ltng																		64	32			sorceress_chargedbolt_1																					0
axeflurrycz	3147	1	25	1	20																												20		4						20		4														1				0	0	0	0	0	1	null	1024	15	16										1								1					1											1																																											32												axeflurryczbolt							axeflurryczbolt					0
axeflurryczbolt	3148	1		1																																											50						30	30			25				255	255	255	0	0	0	Arrow	1024	1	16					3	1		1										1				1	1				1		1	1	1						Corrupt Zakarum Axe Flurry	4																																						10	32			weapon_throw_1																					0
poisonboltcz	3149	1	30	1	29																												16								16												10	10			50				255	255	255	0	0	0	null	1024	1	16					3			1		1								1					1											1			Corrupt Zakarum Poison Bolt	4																				pois																		80	32			monster_poisonbolt									poisonboltcznova							poisonboltcznova					0
poisonboltcznova	3150	1	30	1	29																												16								16												10	10			20				255	255	255	0	0	0	Arrow	1024	1	16					3			1		1								1					1				1		1	1	1						Corrupt Zakarum Poison Bolt	4																				pois																		80	32			monster_poisonbolt									poisonboltcznovabolt							poisonboltcznovabolt					0
poisonboltcznovabolt	3151	1		1																																																	10	10			20				255	255	255	0	0	0	Arrow	1024	1	16					3			1		1								1					1				1		1	1	1						Corrupt Zakarum Poison Bolt	4																				pois																		80	32			monster_poisonbolt																					0
poisonraincz	3152	50		28					25	damage freq (0 = look at skill)	16	radius (0 = look at skill)	0	start frame	151	end frame	30	lob			25	damage freq (0 = look at skill)	16	radius (0 = look at skill)	0	start frame	151	end frame	30	lob																											152				0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1						1	1	25									1																																																1									poisonrainczspawner							poisonrainczspawner								0
poisonrainczspawner	3153	1	55	1	51																																																100	100			10				0	0	0	0	0	1	null	1024	15	16																							1	1			1							1																																											1												poisonrainczmeteor							poisonrainczmeteor					0
poisonrainczmeteor	3154	9	4	1	5																45	frames	20	fallrate	0	sliderate							16								16																45		4		255	64	64	0	0	1	null	1024	17	16					6	1		1		1		1						1					1				1		1					1																																											1			monster_poisonbolt	impact_poison_3								poisonrainczbolt				poisonrainczmeteorvis			poisonrainczbolt					0
poisonrainczbolt	3155	1		1																																																	5	5			25				255	255	255	0	0	1	LightningBolt	1024	5	16					3			1										2					1				1		1	1	1			1			Corrupt Zakarum Poison Rain	4																				pois																		80	64			monster_poisonbolt																					0
poisonrainczmeteorvis	3156	1		1																	45	frames	20	fallrate	0	sliderate							16								16																45		4		255	64	64	0	0	1	null	1024	17	16					6	1		1		1		1						1					1				1		1					1																																											1																								0
lightningflash	3157	1		1		1																																									100						100	100			15				81	81	255	0	0	1	null	1024	16	16					3			1		1								1				1	1								1			1			Lightning Flash	4			1																	ltng																		64	1			amazon_lightning_1																					0
lightningarrowmon	3158	1	25	1	20																												20	range (0=skill)	8	max (0 = skill)					20	range (0=skill)	8	max (0 = skill)									60	60			15		6		255	255	255	0	0	1	SafeArrow	1024	1	16					3	1		1		1								2											1	1	1			1	1		Lightning Arrow Mon	4																																						64	32			amazon_lightning_1									lightningarrowboltmon							lightningarrowboltmon					0
lightningarrowboltmon	3159	1		1																																																	80	80			5		4		255	255	255	1	1	1	LightningStrike	1024	8	16		1		7	3	1				1								1					1				1		1	1	1			1	1		Lightning Arrow Mon	4																																						64	32			sorceress_lightning_1																					0
chargenova	3160	1		1	20																												20		15																								7		222	222	255	0	0	1	HolyBoltMissile	1024	16	16										1								1					1						1	1	1			1																																											1												chargebolt												0
chargebolt	3161	1		1		1																																									skill('SGrim Ward'.blvl)*5						90	90			4				255	255	255	0	0	1	LightningBolt	1024	5	16					3			1										1					1						1	1	1			1			Charge	4			1																	mag																			64																								0
fireflash	3162	1		1		1																																									100						100	100			15				81	81	255	0	0	1	null	1024	16	16					3			1		1								1				1	1								1			1			Fire Flash	4			1																	fire																		32	1			sorceress_fireball_1																					0
coldflash	3163	1		1		1																																									100						100	100			15				81	81	255	0	0	1	null	1024	16	16					3			1		1								1				1	1								1			1			Cold Flash	4			1																	cold																		48	1			sorceress_glacialspike_1																					0
gemexplosion	3164	1		28					0	damage freq (0 = look at skill)	0	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																																							3				81	81	255	0	0	1	null	1024	16	16					3			1		1								1					1								1			1																																											1									gemexplosionbolt															0
